title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
El Salvador Los Cipreses,Speedwell Coffee,92,"Plymouth, Massachusetts","Monte Verde, Santa Ana Department, central El Salvador",Medium-Light,58/74,$16.00/12 ounces,December 2023,8,9,8,9,8,,
Nyeri Hill Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,56/74,$22.00/12 ounces,December 2023,9,9,9,9,8,,
Santuario Peru,JBC Coffee Roasters,93,"Madison, Wisconsin","Cajamarca, Peru",Medium-Light,54/72,$18.00/12 ounces,December 2023,9,8,9,9,8,,
Ethiopia Koke Honey,Utopian Coffee,93,"Fort Wayne, Indiana","Yirgacheffe growing region, south-central Ethiopia",Light,64/82,$23.00/12 ounces,December 2023,9,9,8,9,8,,
Colombia Inza,Utopian Coffee,92,"Fort Wayne, Indiana","Inza, Cauca Department, Colombia",Light,64/82,$19.00/12 ounces,December 2023,9,8,8,9,8,,
Costa Rica Finca Tono Natural,Intuition Coffee,93,"Peoria, Illinois","Los Robles de Naranjo, West Valley, Costa Rica",Medium-Light,57/76,$22.00/12 ounces,December 2023,9,8,9,9,8,,
Seven Sages Blend,Intuition Coffee,91,"Peoria, Illinois",Colombia; Guatemala,Medium-Light,55/72,$17.00/12 ounces,December 2023,8,8,8,9,8,,
Costa Rica Flor Lichi Meet Patch,Bargain Cafe,93,"Taitung, Taiwan","Tarrazu, Costa Rica",Light,62/80,NT$ 499/200 grams,December 2023,9,9,8,9,8,,
Love in Winter,Bargain Cafe,91,"Taitung, Taiwan","Ethiopia, Colombia, Costa Rica",Medium-Light,59/75,NT$ 450/200 grams,December 2023,8,7,9,9,8,,
Kona Mokka Champagne Natural,Paradise Roasters,95,"Hilo, Hawaii","Kona growing region, Big Island of Hawai’i",Light,64/86,$100.00/4 ounces,December 2023,9,9,9,9,9,,
Costa Rica Central Valley,Satur Specialty Coffee,93,"Tainan City, Taiwan","Alajuela, Central Valley, Costa Rica",Light,69/96,NT$ 470/225 grams,November 2023,9,8,9,9,8,,
Guatemala Antigua,Satur Specialty Coffee,92,"Tainan City, Taiwan","Antigua, Guatemala",Light,72/99,NT$ 370/225 grams,November 2023,8,8,9,9,8,,
Ethiopia Banko Gotiti,Hutu Cafe Roastery,94,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,64/82,NT$ 400/200 grams,November 2023,9,9,9,9,8,,
Blossom Spring Blend,Hutu Cafe Roastery,93,"Taipei, Taiwan",Colombia; Kenya; Ethiopia,Medium-Light,58/75,NT$ 450/200 grams,November 2023,9,9,8,9,8,,
Colombia Huila El Triunfo Pink Bourbon Anaerobic Washed,Buon Caffe,94,"Taipei, Taiwan","Huila Department, Colombia",Medium-Light,52/78,NT$ 539/8 ounces,November 2023,9,9,8,9,9,,
Ethiopia Sidamo Assefa 74112 SLD Black Honey,Buon Caffe,91,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Medium-Light,55/85,NT$ 449/8 ounces,November 2023,8,8,9,9,7,,
Ethiopia Sidamo Bensa Hamasho Slow Dry Natural,Buon Caffe,90,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Light,56/88,NT$ 459/8 ounces,November 2023,8,8,8,8,8,,
Burundi Murambi Hill,Jackrabbit Java,93,"Thermopolis, Wyoming","Bujumbura Rurale, Burundi",Medium-Light,60/78,$16.00/12 ounces,November 2023,9,9,8,9,8,,
El Salvador Finca Montevideo,Jackrabbit Java,92,"Thermopolis, Wyoming","San Salvador Volcano, El Salvador",Medium-Light,58/74,$16.00/12 ounces,November 2023,9,8,9,9,7,,
Papua New Guinea Korgua Estate A,Jackrabbit Java,92,"Thermopolis, Wyoming","Waghi Valley, Western Highlands, Papua New Guinea",Medium-Light,58/76,$14.00/12 ounces,November 2023,9,8,8,9,8,,
Colombia Monteblanco Coconut Lemonade,SOT Coffee Roaster,93,"Osaka, Japan","San Adolfo, Huila Department, Colombia",Light,72/94,$15.00/100 grams,November 2023,9,9,8,9,8,,
Colombia Huila Chiroso Anaerobic Natural,SOT Coffee Roaster,93,"Osaka, Japan","San Adolfo, Huila Department, Colombia",Light,74/94,$19.00/100 grams,November 2023,9,8,9,9,8,,
Chang-E The Moon Goddess Espresso,Simon Hsieh Aroma Roast Coffees,94,"Taoyuan, Taiwan",Colombia; Costa Rica; Kenya; Ethiopia,Medium,46/70,NT$ 650/8 ounces,November 2023,9,,9,9,8,9,
GW03 Princesa Carmen Geisha,GK Coffee,98,"Yilan, Taiwan","Paso Ancho, Panama",Medium-Light,58/74,"NT$ 2,500/20 grams",November 2023,10,10,9,10,9,,
Rwanda Silverback Plus Espresso,Simon Hsieh Aroma Roast Coffees,95,"Taoyuan, Taiwan","Kageyo, Eastern Province, Rwanda",Light,48/689,NT$ 800/8 ounces,November 2023,9,,9,9,9,9,
Colombia El Paraiso Geisha Luna Washed,SOT Coffee Roaster,95,"Osaka, Japan","Piendamo, Cauca Department, Colombia",Light,70/85,$27.00/100 grams,November 2023,9,9,9,9,9,,
Costa Rica Volcán Azul Gesha Anaerobic Natural,PT's Coffee Roasting Co.,95,"Topeka, Kansas","Poás Volcano, Alajuela, Costa Rica",Light,66/82,$26.00/8 ounces,November 2023,9,9,9,9,9,,
Ethiopia Sidamo Shantawene Abore Natural,Magnolia Coffee,93,"Charlotte, North Carolina","Sidamo growing region, south-central Ethiopia",Light,64/84,$22.00/12 ounces,November 2023,9,9,8,9,8,,
Kona Pointu®,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,52/72,$69.95/8 ounces,November 2023,9,9,10,10,9,,
Colombia Calderon Honey,Revel Coffee,96,"Billings, Montana","Huila Department, Colombia",Medium-Light,60/78,$32.25/12 ounces,November 2023,9,9,9,10,9,,
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/78,$54.95/8 ounces,November 2023,9,9,9,9,9,,
Peru Gilmer Cordova #13,Roadmap CoffeeWorks,95,"Lexington, Virginia","Cajamarca, Peru",Light,64/88,$29.00/12 ounces,November 2023,9,9,9,9,9,,
Ethiopia Kayon Mountain,RoadMap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/84,$24.00/12 ounces,November 2023,9,9,9,9,9,,
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Light,62/80,$26.00/12 ounces,November 2023,9,9,9,9,9,,
Mexico El Triunfo,Roadmap CoffeeWorks,92,"Lexington, Virginia","Sierra Madre, Chiapas State, Mexico",Medium-Light,56/84,$18.25/12 ounces,November 2023,9,8,8,9,8,,
Colombia Hermosa Co-Fermented Honey,RamsHead Coffee Roasters,93,"Livingston, Montana","Huila Department, Colombia",Light,68/88,$34.95/12 ounces,November 2023,9,8,9,9,8,,
Colombia Las Flores Mint-Macerated,Equator Coffees,93,"San Rafael, California","Acevedo, Colombia",Light,70/89,$28.00/12 ounces,November 2023,9,8,9,9,8,,
Guatemala Jocote,Euphora Coffee,92,"Taipei, Taiwan","Fraijanes Department, Guatemala",Light,63/85,$11.00/8 ounces,November 2023,9,8,9,8,8,,
Costa Rica Tarrazu Double-Anaerobic Washed,David's Nose,92,"Taipei, Taiwan","Tarrazu, Costa Rica",Medium-Light,54/83,NT $750/8 ounces,November 2023,9,8,8,9,8,,
Colombia Finca Monteblanco Purple Caturra Passionfruit Washed,GK Coffee,92,"Yilan, Taiwan","Huila Department, Colombia",Medium-Light,56/71,NT $650/200 grams,November 2023,9,8,8,9,8,,
Colombia Las Flores Red Bourbon Natural,RamsHead Coffee Roasters,94,"Livingston, Montana","Acevedo, Huila Department, Colombia",Medium-Light,60/78,$29.95/12 ounces,November 2023,9,9,9,9,8,,
Ethiopia Werka Nensebo Natural,RamsHead Coffee Roasters,93,"Livingston, Montana","Werka, Refisa Kebele, Nensebo District, West Arsi, Oromia, southern Ethiopia",Medium-Light,58/74,$19.00/12 ounces,November 2023,9,8,9,9,8,,
Ethiopia Oromia Djimma Limu Gummay Natural,Cozy House Coffee,93,"Taipei City, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,66/86,NT $550/227 grams,November 2023,9,9,8,9,8,,
Kenya AA Kiri,Conscious Cup Coffee Roasters,95,"Crystal Lake, Illinois","Kirinyaga County, south-central Kenya",Light,64/80,$26.00/12 ounces,November 2023,9,9,9,9,9,,
El Salvador Finca San Antonio Gesha Natural,Conscious Cup Coffee Roasters,94,"Crystal Lake, Illinois","Chalatenango, El Salvador",Light,64/84,$28.00/12 ounces,November 2023,9,9,9,9,8,,
El Salvador Finca Los Positos,Conscious Cup Coffee Roasters,92,"Crystal Lake, Illinois","Chaltenango, El Salvador",Light,62/80,$28.00/12 ounces,November 2023,9,8,8,9,8,,
India Ratnagiri Estate,Conscious Cup Coffee Roasters,90,"Crystal Lake, Illinois","Karnataka, India",Medium-Light,58/78,$25.40/12 ounces,November 2023,8,8,8,8,8,,
Wild Rose,Heat Coffee,93,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,64/86,NT $250/8 ounces,November 2023,9,8,9,9,8,,
Kenya Machakos AA Top Washed,Buon Caffe,96,"Taipei, Taiwan","Machakos County, Kenya",Light,62/82,NT $409/8 ounces,November 2023,9,9,9,10,9,,
Pomeranian Espresso Blend,Buon Caffe,90,"Taipei, Taiwan",Honduras; Ethiopia; Brazil,Medium-Light,55/73,NT $205/8 ounces,November 2023,8,,8,8,7,9,
Indonesia Sumatra Raja Harimau Lintong Mandheling Espresso,Kakalove Cafe,95,"Chia-Yi, Taiwan","Lintong growing region, North Sumatra, Indonesia",Medium-Light,58/77,NT $260/8 ounces,November 2023,9,,9,9,9,,9
Ethiopia Washed Guji Bishala 23/02,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/80,NT $350/8 ounces,November 2023,9,9,9,9,9,,
Guatemala Washed Huehuetenango Joya Verde Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan","Huehuetenango, Guatemala",Medium-Light,58/79,NT $220/8 ounces,November 2023,9,,9,9,8,9,
Ethiopia Red Honey Guji Uraga Tabe Haro Wachu,Kakalove Cafe,94,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,58/78,NT $340/8 ounces,November 2023,9,9,9,9,8,,
Ethiopia Natural Sidama Bare Tamiru,Kakalove Cafe,94,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/78,NT $390/8 ounces,November 2023,9,9,9,9,8,,
Ethiopia Yirgacheffe Elatenecha Natural G1,Buon Caffe,91,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,64/82,NT $379/8 ounces,November 2023,9,8,8,9,7,,
Ethiopia Washed Sidamo Morea,Kakalove Cafe,93,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,60/78,NT $300/8 ounces,November 2023,9,9,8,9,8,,
Ethiopia Sidamo Wild Rose Anaerobic Washed,Bargain Cafe,93,"Taitung, Taiwan","Sidamo growing region, south-central Ethiopia",Light,65/80,NT $360/200 grams,November 2023,9,9,8,9,8,,
Ethiopia Gediyo Yirgacheffe Chelbesa Premium Red Honey G1,Buon Caffe,93,"Taipei, Taiwan","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Light,65/82,NT $419/8 ounces,November 2023,9,8,9,9,8,,
Ethiopia Sidamo Bensa Hamasho Washed G1,Buon Caffe,92,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Light,66/82,NT $399/8 ounces,November 2023,8,9,8,9,8,,
Ecuador Clara Luz Washed,Buon Caffe,91,"Taipei, Taiwan","Quilanga, Loja Province, Ecuador",Medium-Light,58/76,NT $698/100 grams,November 2023,9,8,8,9,7,,
Kenya Rumukia FCS Maganjo,Hutu Cafe Roastery,93,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/75,NT $350/200 grams,November 2023,9,8,9,9,8,,
Ethiopia Halo Hartume,Hutu Cafe Roastery,93,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/74,NT $400/200 grams,November 2023,9,9,8,9,8,,
Kenya AA TOP Gicherori,GK Coffee,97,"Yilan, Taiwan","Embu County, Kenya",Medium-Light,60/78,NT $550/200 grams,October 2023,9,10,9,10,9,,
Panama Carmen Geisha Washed Light Roast,GK Coffee,95,"Yilan, Taiwan","Paso Ancho, Panama",Light,62/82,"NT $12,500/100 grams",October 2023,9,9,9,9,9,,
Colombia Luna Azul,Roadmap CoffeeWorks,94,"Lexington, Virginia","Santa Bárbara, Antioquia, Colombia",Medium-Light,60/76,$28.00/12 ounces,October 2023,9,9,9,9,8,,
Mexico Los Aguacates,SkyTop Coffee,95,"Manlius, New York","Tenejapa, Chiapas, Mexico",Light,65/82,$42.00/12 ounces,October 2023,9,9,9,9,9,,
Ethiopia Arbegona Natural 74158,David's Nose,95,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Light,64/80,NT $500/8 ounces,October 2023,9,9,9,9,9,,
Guatemala Nueva Granda Washed Laurina,David's Nose,94,"Taipei, Taiwan","San Marcos, Guatemala",Light,64/80,"NT $1,000/8 ounces",October 2023,9,9,9,9,8,,
Guatemala Atitlan,SkyTop Coffee,93,"Manlius, New York","Xojolá, Nahualá, Sololá, Guatemala",Light,66/82,$20.00/12 ounces,October 2023,9,9,8,9,8,,
Peru Paltachayoc,SkyTop Coffee,93,"Manlius, New York","Paltachayoc, Santa Teresa, La Convención, Cusco, Peru",Medium-Light,58/77,$18.00/12 ounces,October 2023,9,8,9,9,8,,
Mexico San Cristobal Decaf,SkyTop Coffee,91,"Manlius, New York","San Cristobal, Chiapas, Mexico",Medium-Light,58/64,$18.00/12 ounces,October 2023,8,8,8,9,8,,
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/74,$112.95/8 ounces,October 2023,9,9,9,9,9,,
Ka‘ū Yellow Caturra Peaberry,Paradise Roasters,94,"Hilo, Hawaii","Ka‘ū, Big Island of Hawaii",Medium-Light,60/77,$25.00/4 ounces,October 2023,9,9,9,9,8,,
Colombia Pink Bourbon Natural,Paradise Roasters,93,"Hilo, Hawaii","Garzón, Huila Department, Colombia",Light,66/84,$40.00/6 ounces,October 2023,9,9,8,9,8,,
Brazil Admilson Jose Galerani Microlot,Index Coffee,93,"Fairfax, Virginia","Mogiana growing region, Sao Paulo State, Brazil",Light,62/80,$19.75/12 ounces,October 2023,9,9,8,9,8,,
Costa Rica La Guaca Microlot Natural,Rusty Dog Coffee,93,"Madison, Wisconsin","Rivas District, Chirripo Region, Costa Rica",Medium-Light,61/78,$20.00/12 ounces,October 2023,9,8,9,9,8,,
Anniversary Blend,Temple Coffee,93,"Sacramento, California",Kenya; Costa Rica,Medium-Light,60/74,$23.00/12 ounces,October 2023,9,9,8,9,8,,
Ethiopia Guji Euphora Special Honey Lot,Euphora Coffee,94,"Taipei, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,58/72,$12.00/8 ounces,October 2023,9,8,9,9,9,,
Guatemala Las Colinas,Temple Coffee,92,"Sacramento, California","Cubulco, Guatemala",Medium-Light,62/78,$22.00/12 ounces,October 2023,8,8,9,9,8,,
Ichamama Kenya,JBC Coffee Roasters,95,"Madison, Wisconsin","Nyeri County, Central Province, Kenya",Medium-Light,59/75,$22.00/12 ounces,October 2023,9,9,9,9,9,,
La Candelilla Geisha Natural Costa Rica,JBC Coffee Roasters,95,"Madison, Wisconsin","Tarrazú, Costa Rica",Medium-Light,59/77,$19.00/8 ounces,October 2023,9,9,9,9,9,,
El Lechero Peru,JBC Coffee Roasters,94,"Madison, Wisconsin","El Carmen Cautivo, Tabaconas, Cajamarca, Peru",Medium-Light,59/77,$19.00/12 ounces,October 2023,9,9,9,9,8,,
Colombia El Roble Natural Carbonic Java,Corvus Coffee,95,"Denver, Colorado","Quindio Department, Colombia",Light,63/81,$31.00/8 ounces,October 2023,9,9,9,9,9,,
Colombia Yeast Anaerobic Washed Las Flores Bourbon Sidra,Kakalove Cafe,95,"Chia-Yi, Taiwan","Huila Department, Colombia",Light,62/81,NT $550/8 ounces,October 2023,9,9,9,9,9,,
Ecuador Cruz Loma Sidra Anaerobic Euphora Special Lot,Euphora Coffee,95,"Taipei, Taiwan","San José de Minas, Pichincha Province, Ecuador",Light,64/80,$16.00/4 ounces,October 2023,9,9,9,9,9,,
Colombia El Roble Chiroso Washed,GK Coffee,94,"Yilan, Taiwan","Quindio Department, Colombia",Medium-Light,58/78,NT $650/200 grams,October 2023,9,9,9,9,8,,
Guatemala El Injerto SL28,Equator Coffees,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,62/79,$18.00/6 ounces,October 2023,9,9,9,9,8,,
Colombia Wush Wush Dynamic Natural,SOT Coffee Roaster,93,"Osaka, Japan","San Agustín, Huila Department, Colombia",Light,72/90,$22.65/100 grams,October 2023,9,9,8,9,8,,
Colombia Finca El Ventilador Pink Bourbon Anaerobic Natural,Magnolia Coffee,92,"Charlotte, North Carolina","Pitalito, Huila Department, Colombia",Light,62/84,$24.00/12 ounces,October 2023,8,8,9,9,8,,
Wilton Benitez Java,JBC Coffee Roasters,96,"Madison, Wisconsin","Piendamó, Cauca, Colombia",Medium-Light,60/74,$25.00/8 ounces,October 2023,9,9,9,10,9,,
El Salvador Monte Verde,Speedwell Coffee,92,"Plymouth, Massachusetts","Monte Verde, Santa Ana Department, central El Salvador",Medium-Light,60/76,$16.00/12 ounces,September 2023,8,9,8,9,8,,
Uganda Sipi Falls Station Anaerobic Natural,GK Coffee,93,"Yilan, Taiwan","Sipi Falls, Bugisu Region, Uganda",Light,65/81,NT $800/200 grams,September 2023,9,9,8,9,8,,
Robusta Rosso,Paradise Roasters,93,"Hilo, Hawai'i","Phu Khaa, Nan Province, Thailand",Light,64/88,$30.00/12 ounces,September 2023,9,8,9,9,8,,
Yirgacheffe Chelbesa Danche,Jaunt Coffee Roasters,93,"San Diego, California","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Light,65/81,$24.00/12 ounces,September 2023,9,9,8,9,8,,
Ethiopia Guji Buku,Jaunt Coffee Roasters,92,"San Diego, California","Kebele, Buku Sayisa, Guji Zone, Oromia Region, southern Ethiopia",Light,64/78,$24.00/12 ounces,September 2023,8,8,9,9,8,,
Kenya Nyeri Chinga,Jaunt Coffee Roasters,93,"San Diego, California","Nyeri growing region, south-central Kenya",Medium-Light,60/77,$23.00/12 ounces,September 2023,9,9,8,9,8,,
Panama Bambito Estate Geisha Anaerobic Natural,Mostra Coffee,96,"San Diego, California","Volcan Baru, Boquete growing region, Panama",Light,65/90,$45.00/4 ounces,September 2023,9,9,9,10,9,,
Ethiopia Natural Sidama 74158,Kakalove Cafe,96,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/80,NT $450/4 ounces,September 2023,9,9,9,10,9,,
Flor del Sol Signature Blend,PT's Coffee Roasting Co.,93,"Topeka, Kansas",Colombia; Ethiopia,Medium-Light,60/76,$16.50/12 ounces,September 2023,9,9,8,9,8,,
Mr. Dodd’s TeaTime Blend,Kakalove Cafe,95,"Chia-Yi, Taiwan",Ethiopia; Guatemala,Medium-Light,56/72,NT $325/8 ounces,September 2023,9,,9,9,9,9,
Colombia Double Anaerobic Washed Los Nogales Yellow Bourbon,Kakalove Cafe,95,"Chia-Yi, Taiwan","Huila Department, Colombia",Light,64/80,NT $290/4 ounces,September 2023,9,9,9,9,9,,
Guatemala Honey Acatenango Finca El General Bourbon,Kakalove Cafe,93,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Medium-Light,58/74,NT $280/8 ounces,September 2023,9,8,9,9,8,,
Guatemala El Injerto Ethiopia Landrace Natural,Equator Coffees,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,57/74,$20.00/6 ounces,September 2023,9,9,9,9,8,,
Holiday Coffee,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/66,$69.95/8 ounces,September 2023,9,9,9,9,9,,
Kenya Gichuka AA,Barrington Coffee Roasting Co.,95,"Lee, Massachusetts","Kiambu County, Kenya",Medium-Light,60/78,$20.95/12 ounces,September 2023,9,9,9,9,9,,
Colombia Chili Bourbon,Barrington Coffee Roasting Co.,94,"Lee, Massachusetts","Circasia, Quindio, Colombia",Light,62/80,$33.45/12 ounces,September 2023,9,9,9,9,8,,
Chelbessa Ethiopia,JBC Coffee Roasters,95,"Madison, Wisconsin","Chelbessa, Gedeb, Yirgacheffe, south-central Ethiopia",Medium-Light,60/76,$21.00/12 ounces,September 2023,9,9,9,9,9,,
Ethiopia Yirgacheffe Gedeb Chelbesa Natural,Buon Caffe,95,"Taipei, Taiwan","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,59/76,NT $480/8 ounces,September 2023,9,9,9,9,9,,
Tirra Natural Costa Rica,JBC Coffee Roasters,94,"Madison, Wisconsin","Tarrazú, Costa Rica",Medium-Light,59/77,$22.00/12 ounces,September 2023,9,8,9,9,9,,
Colombia Huila Espiritu Blanc Geisha Semi-Washed Anaerobic,Buon Caffe,94,"Taipei, Taiwan","Huila, Colombia",Medium-Light,63/71,NT $480/100 grams,September 2023,9,9,9,9,8,,
Campazi #9 Natural Burundi,JBC Coffee Roasters,93,"Madison, Wisconsin","Murata, Kayanza, Burundi",Medium-Light,57/75,$23.00/12 ounces,September 2023,9,9,8,9,8,,
Honduras La Lesquiñada,Temple Coffee,93,"Sacramento, California","Corquin, Honduras",Medium-Light,58/75,$22.00/12 ounces,September 2023,9,8,9,9,8,,
DR Congo Muungnano Natural Single-Origin Espresso,Temple Coffee,92,"Sacramento, California","South Kivu, Democratic Republic of the Congo",Medium-Light,54/70,$22.50/12 ounces,September 2023,8,,8,9,8,9,
Hawai’i Island Blend Espresso,Paradise Roasters,94,"Hilo, Hawaii","Ka‘ū and Kona growing regions, Big Island of Hawai’i",Medium-Light,52/70,$20.00/4 ounces,September 2023,9,,9,9,8,9,
African Romance Blend,Coffeebox Coffee,93,"Taipei, Taiwan",Ethiopia; Kenya; Brazil,Medium-Light,54/72,NT $440/454 grams,September 2023,9,8,9,9,8,,
Geisha & Yirgacheffe Blend,Coffeebox Coffee,93,"Taipei, Taiwan",Colombia; Ethiopia,Light,65/82,NT $380/227 grams,September 2023,9,9,8,9,8,,
Ecuador Robusta Lactic Natural,Paradise Roasters,92,"Hilo, Hawaii","Santa Elena Province, Ecuador",Medium-Light,54/72,$29.00/12 ounces,September 2023,8,8,9,9,8,,
Big Mouth Frog Blend,Coffeebox Coffee,90,"Taipei, Taiwan",Colombia; Ethiopia; Brazil,Medium,46/60,NT $420/454 grams,September 2023,8,8,9,8,7,,
Kenya Washed Kiambu Windrush AA,Kakalove Cafe,96,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,57/77,NT $340/8 ounces,August 2023,9,9,9,10,9,,
Ethiopia Natural Guji Blue Donkey 23,Kakalove Cafe,94,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $325/8 ounces,August 2023,9,9,9,9,8,,
Mario’s Classic Espresso Single-Origin El Salvador,RamsHead Coffee Roasters,93,"Livingston, Montana","Santo Tomas, El Salvador",Medium-Light,54/70,$17.50/12 ounces,August 2023,9,,8,9,8,9,
Ethiopia Natural Yirgacheffe Worka Nenke Abraham Mengiste,Kakalove Cafe,94,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Medium-Light,60/78,NT $290/8 ounces,August 2023,9,9,9,9,8,,
Ethiopia Koke,Roadmap CoffeeWorks,95,"Lexington, Virginia","Yirgacheffe growing region, south-central Ethiopia",Light,62/80,$23.00/12 ounces,August 2023,9,9,9,9,9,,
Costa Rica Las Lajas Finca Mirella,Roadmap CoffeeWorks,93,"Lexington, Virginia","Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,62/78,$28.00/12 ounces,August 2023,9,8,9,9,8,,
Guatemala Injerto,Coffeeland,93,"Chia-Yi, Taiwan","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,58/79,NT $780/227 grams,August 2023,9,9,8,9,8,,
Ethiopia Bombe G1,Coffeeland,92,"Chia-Yi, Taiwan","Bombe mountains, Sidamo Region, southern Ethiopia",Light,65/85,NT $580/227 grams,August 2023,9,8,9,8,7,,
Finca Huixoc Pacamara,El Gran Cafe,93,"Antigua, Guatemala","La Democracia, Huehuetenango, Guatemala",Medium-Light,58/76,$17.00/12 ounces,August 2023,9,8,9,9,8,,
