title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,region,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Colombia La Virgen Microlot,RamsHead Coffee Roasters,92,"Bozeman, Montana",2021-02-01,9.0,8.0,8,9,8.0,Colombia La Virgen Microlot,0,0,0,0,0,0,15.95/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.26119224931665486,,53.0,70.0,0,0,0,0,1
Cerro Azul Geisha,JBC Coffee Roasters,95,"Madison, Wisconsin",2021-12-01,9.0,9.0,9,9,9.0,Cerro Azul Geisha,0,0,0,0,0,0,30.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,0.17631938595570676,,58.0,80.0,0,0,0,0,1
Kenya Starry Night’s Fruitful Serenity,Bargain Cafe,93,"Taitung, Taiwan",2025-01-01,9.0,9.0,8,9,8.0,Kenya Starry Night’s Fruitful Serenity,1,0,0,0,0,0,10.50/200 grams,-1.1389138890868935,1.6751783453598768,1.336455112013101,0.018578357126093535,0.9852201361521141,0.9670011935614998,-0.4347505839701537,africa_arabia,60.0,86.0,0,1,0,0,0
Guatemala Finca Santa Isabel SL28 COE #13,El Gran Cafe,93,"Antigua Guatemala, Guatemala",2024-11-01,9.0,9.0,8,9,8.0,Guatemala Finca Santa Isabel SL28 COE #13,0,0,1,0,0,0,47.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,0.20705367438393052,central_america,52.0,60.0,0,0,1,0,0
Colombia Granja Paraiso 92 Anaerobic Gesha,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-04-01,9.0,9.0,9,9,8.0,Colombia Granja Paraiso 92 Anaerobic Gesha,0,0,0,0,0,0,13.50/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.10942711114133741,,62.0,84.0,0,1,0,0,0
Ethiopia Yirgacheffe Kochere Debo,Jackrabbit Java,94,"Thermopolis, Wyoming",2020-08-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe Kochere Debo,1,0,0,0,0,0,14.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.2901186384255714,africa_arabia,54.0,70.0,0,0,0,0,1
Kenya Gachatha,Bargain Cafe,93,"Taitung, Taiwan",2024-09-01,9.0,9.0,8,9,8.0,Kenya Gachatha,1,0,0,0,0,0,10.50/200 grams,-1.1389138890868935,1.6751783453598768,1.336455112013101,0.018578357126093535,0.9852201361521141,0.9670011935614998,-0.4347505839701537,africa_arabia,64.0,84.0,0,1,0,0,0
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,94,"Sacramento, California",2020-09-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.19249207518297826,africa_arabia,60.0,76.0,0,0,0,0,1
Uganda Organic Sipi Falls Honey,Jackrabbit Java,93,"Thermopolis, Wyoming",2022-01-01,9.0,8.0,9,9,8.0,Uganda Organic Sipi Falls Honey,1,0,0,0,0,0,18.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.23045796088843112,africa_arabia,56.0,74.0,0,0,0,0,1
Ethiopia Gera Limu,Temple Coffee Roasters,94,"Sacramento, California",2021-02-01,9.0,9.0,9,9,8.0,Ethiopia Gera Limu,1,0,0,0,0,0,19.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.21599476633397288,africa_arabia,58.0,80.0,0,0,0,0,1
Costa Rica La Candelilla Geisha,Red Rooster Coffee Roaster,94,"Floyd, Virginia",2025-02-01,9.0,9.0,9,9,8.0,Costa Rica La Candelilla Geisha,0,0,1,0,0,0,35.00/12 ounces,0.28228565725365723,-0.37431179347678845,0.07917327555667156,-0.5160755631885824,-0.09761936876702278,-0.9352567622732032,0.02626374245320255,central_america,62.0,84.0,0,1,0,0,0
Ethiopia Keramo Natural,Rusty Dog Coffee,93,"Madison, Wisconsin",2022-06-01,9.0,8.0,9,9,8.0,Ethiopia Keramo Natural,1,0,0,0,0,0,17.75/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.2340737595270457,africa_arabia,60.0,78.0,0,0,0,0,1
Ethiopia Kayon Mountain,Lexington Coffee Roasters,94,"Lexington, Virginia",2020-09-01,9.0,9.0,9,9,8.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,19.95/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.20153157177951467,africa_arabia,60.0,78.0,0,0,0,0,1
Monte Alban Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2022-04-01,9.0,9.0,8,9,8.0,Monte Alban Mexico,0,0,1,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,central_america,58.0,78.0,0,0,0,0,1
Ethiopia Reko Yirgacheffe,Temple Coffee,94,"Sacramento, California",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,24.50/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.13283139764583804,africa_arabia,58.0,76.0,0,0,0,0,1
Hundred Mango Summer Blend,Bargain Cafe,92,"Taitung, Taiwan",2024-08-01,9.0,8.0,8,9,8.0,Hundred Mango Summer Blend,1,0,0,0,0,1,10.50/200 grams,-1.1389138890868935,1.6751783453598768,1.336455112013101,0.018578357126093535,0.9852201361521141,0.9670011935614998,-0.4347505839701537,africa_arabia,62.0,80.0,0,1,0,0,0
Finca Santa Isabel,El Gran Cafe,94,"Antigua, Guatemala",2022-11-01,9.0,9.0,9,9,8.0,Finca Santa Isabel,0,0,1,0,0,0,13.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.30638973229933686,central_america,58.0,76.0,0,0,0,0,1
Monte Alban Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-03-01,9.0,9.0,8,9,8.0,Monte Alban Mexico,0,0,1,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,central_america,58.0,78.0,0,0,0,0,1
Ethiopia Wush Wush Black Honey Lot 2,RamsHead Coffee Roasters,93,"Bozeman, Montana",2022-11-01,9.0,8.0,9,9,8.0,Ethiopia Wush Wush Black Honey Lot 2,1,0,0,0,0,0,21.00/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.18526047790574915,africa_arabia,57.0,77.0,0,0,0,0,1
Laura’s Reserve SL34,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2020-10-01,9.0,9.0,9,9,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,62.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,0.9211739055103061,hawaii,60.0,78.0,0,0,0,0,1
Finca Huixoc Geisha,El Gran Cafe,92,"Antigua, Guatemala",2023-08-01,9.0,8.0,8,9,8.0,Finca Huixoc Geisha,0,0,1,0,0,0,30.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.04966802895770318,central_america,60.0,74.0,0,0,0,0,1
Ethiopia Rumadamo Anaerobic Washed,Oliver's Custom Coffee,96,"Olympia, Washington",2024-06-01,9.0,9.0,9,10,9.0,Ethiopia Rumadamo Anaerobic Washed,1,0,0,0,0,0,27.50/6 ounces,1.2989204958890175,-0.8065786881427199,-0.4975615118086632,-0.5291159027084525,-1.6030303878009464,-0.9352567622732032,0.326375029458211,africa_arabia,66.0,91.0,0,1,0,0,0
Reina de la Asuncion Ecuador,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-04-01,9.0,9.0,8,9,8.0,Reina de la Asuncion Ecuador,1,0,0,0,0,0,19.75/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.20333947109882194,africa_arabia,58.0,76.0,0,0,0,0,1
Colombia Henry Gonzalez,Temple Coffee,93,"Sacramento, California",2024-07-01,9.0,9.0,8,9,8.0,Colombia Henry Gonzalez,0,0,0,0,0,0,26.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.10932870649484341,,56.0,74.0,0,0,0,0,1
Grizzly Peak Blend,RamsHead Coffee Roasters,92,"Bozeman, Montana",2021-05-01,9.0,8.0,8,9,8.0,Grizzly Peak Blend,1,0,1,0,0,1,15.95/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.26119224931665486,central_america,60.0,78.0,0,0,0,0,1
Ethiopia Guji Buku Sayisa G1 Natural,Bear Lake Coffee,92,"Barronett, Wisconsin",2024-11-01,8.0,8.0,9,9,8.0,Ethiopia Guji Buku Sayisa G1 Natural,1,0,0,0,0,0,19.00/12 ounces,1.1616529323170635,-0.49209492886537354,-1.224247343888985,-0.5030352236687122,-0.4937801632496341,-0.8084395652175563,-0.21599476633397288,africa_arabia,58.0,75.0,0,0,0,0,1
Costa Rica Natural Sin Limites SL28,Kakalove Cafe,93,"Chia-Yi, Taiwan",2024-01-01,9.0,8.0,9,9,8.0,Costa Rica Natural Sin Limites SL28,0,0,1,0,0,0,12.00/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.0407269370076608,central_america,60.0,78.0,0,0,0,0,1
Finca Las Moritas Pacamara,El Gran Cafe,92,"Antigua, Guatemala",2023-08-01,9.0,8.0,9,9,8.0,Finca Las Moritas Pacamara,0,0,1,0,0,0,17.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.2449211554428894,central_america,58.0,78.0,0,0,0,0,1
Sumatra Gayo G1 Triple-Picked Lot 005,Kakalove Cafe,94,"Chia-Yi, Taiwan",2020-06-01,9.0,9.0,9,9,8.0,Sumatra Gayo G1 Triple-Picked Lot 005,0,0,0,0,1,0,6.75/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.3497793159627116,asia_pacific,56.0,74.0,0,0,0,0,1
Ethiopia Banko Gotiti,PT's Coffee Roasting Co.,94,"Topeka, Kansas",2020-10-01,9.0,9.0,9,9,8.0,Ethiopia Banko Gotiti,1,0,0,0,0,0,19.50/12 ounces,0.4963944217469875,-0.5297980388776401,-0.5667696862925033,-0.5291159027084525,0.37777358461211,1.9181301714788512,-0.20876316905674375,africa_arabia,60.0,78.0,0,0,0,0,1
Kenya AA TOP Gicherori,GK Coffee,97,"Yilan, Taiwan",2023-10-01,9.0,10.0,9,10,9.0,Kenya AA TOP Gicherori,1,0,0,0,0,0,16.50/200 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,-0.39678469826470086,africa_arabia,60.0,78.0,0,0,0,0,1
Ethiopia Guji Uraga More Floral Kudume Washed,GK Coffee,95,"Yilan, Taiwan",2022-10-01,9.0,9.0,9,9,9.0,Ethiopia Guji Uraga More Floral Kudume Washed,1,0,0,0,0,0,16.50/200 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,-0.39678469826470086,africa_arabia,65.0,82.0,0,1,0,0,0
Costa Rica Finca Tono Natural,Intuition Coffee,93,"Peoria, Illinois",2023-12-01,9.0,8.0,9,9,8.0,Costa Rica Finca Tono Natural,0,0,1,0,0,0,22.00/12 ounces,0.6614794488912387,-0.4678831096537431,-0.4744921203140498,-0.22918809375143925,0.16648782755471808,1.2206355876727935,-0.1707972833512909,central_america,57.0,76.0,0,0,0,0,1
Ethiopia Guji Chembi,Vennel Coffee,95,"Keelung, Taiwan",2020-11-01,9.0,9.0,9,9,9.0,Ethiopia Guji Chembi,1,0,0,0,0,0,13.50/227 grams,-0.900411350158011,1.681219399506964,1.1057611970669672,0.5923532960003798,1.196505893209507,-0.6499180688979977,-0.41486369145777363,africa_arabia,58.0,76.0,0,0,0,0,1
Ethiopia Bedessa,Jaunt Coffee Roasters,92,"San Diego, California",2021-11-01,9.0,9.0,8,9,7.0,Ethiopia Bedessa,1,0,0,0,0,0,25.00/12 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,-0.1255998003686089,africa_arabia,60.0,76.0,0,0,0,0,1
Kenya AA Kangiri New Irati,Bear Lake Coffee,95,"Barronett, Wisconsin",2024-11-01,9.0,9.0,9,9,9.0,Kenya AA Kangiri New Irati,1,0,0,0,0,0,19.00/12 ounces,1.1616529323170635,-0.49209492886537354,-1.224247343888985,-0.5030352236687122,-0.4937801632496341,-0.8084395652175563,-0.21599476633397288,africa_arabia,66.0,84.0,0,1,0,0,0
Colombia Thermal Shock Double Anaerobic Granja Paraiso Orange Gesha,Kakalove Cafe,95,"Chia-Yi, Taiwan",2024-04-01,9.0,9.0,9,9,9.0,Colombia Thermal Shock Double Anaerobic Granja Paraiso Orange Gesha,0,0,0,0,0,0,13.50/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.10942711114133741,,64.0,80.0,0,1,0,0,0
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i",2022-08-01,10.0,9.0,8,10,9.0,Karen J Kona Red Bourbon,0,0,0,1,0,0,54.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,0.7403839735795781,hawaii,58.0,78.0,0,0,0,0,1
Colombia Tolima,Jaunt Coffee Roasters,90,"San Diego, California",2020-10-01,8.0,8.0,8,8,8.0,Colombia Tolima,0,0,0,0,0,0,32.00/8 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,0.22151686893838876,,54.0,72.0,0,0,0,0,1
Guatemala Diamante Perez,Barrington Coffee Roasting Co.,93,"Lee, Massachusetts",2023-08-01,9.0,9.0,8,9,8.0,Guatemala Diamante Perez,0,0,1,0,0,0,19.45/12 ounces,0.8234167248547731,-0.3017319547282084,-0.31300637985175606,0.2011431104042755,-0.5201908828818085,-0.9352567622732032,-0.20876316905674375,central_america,64.0,78.0,0,1,0,0,0
Colombia Huila Finca Buena Vista Geisha Washed,Coffeebox Coffee,94,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Colombia Huila Finca Buena Vista Geisha Washed,0,0,0,0,0,0,19.50/227 grams,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.3768978057523208,,60.0,80.0,0,0,0,0,1
Ethiopia Agaro Gera Duromina #14,Northbound Coffee Roasters,93,"Mount Shasta, California",2024-10-01,9.0,9.0,8,9,8.0,Ethiopia Agaro Gera Duromina #14,1,0,0,0,0,0,18.00/12 ounces,0.733274081973128,-0.7994587697286684,-3.2774231869095765,-0.43783352606936154,-5.194888257776621,-0.8084395652175563,-0.23045796088843112,africa_arabia,59.0,77.0,0,0,0,0,1
Haraaz Red,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-12-01,9.0,8.0,9,9,8.0,Haraaz Red,1,0,0,0,0,0,20.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.04966802895770318,africa_arabia,56.0,74.0,0,0,0,0,1
Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,Euphora Coffee,92,"Taipei, Taiwan",2021-10-01,9.0,8.0,8,9,8.0,Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,1,0,0,0,0,0,22.80/4 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,0.5288597532206263,africa_arabia,60.0,77.0,0,0,0,0,1
Campazi #9 Natural Burundi,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-09-01,9.0,9.0,8,9,8.0,Campazi #9 Natural Burundi,1,0,0,0,0,0,23.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.15452618947752542,africa_arabia,57.0,75.0,0,0,0,0,1
Kona Geisha Rosé Washed,Paradise Roasters,96,"Hilo, Hawai’i",2024-11-01,9.0,9.0,9,10,9.0,Kona Geisha Rosé Washed,0,0,0,1,0,0,100.00/4 ounces,-1.4448251194465733,-1.133891494566479,1.5786837227065418,-0.46391420510910186,-0.07120864913484926,-0.8084395652175563,4.018105439483676,hawaii,64.0,88.0,0,1,0,0,0
Kona Classic,Paradise Roasters,94,"Hilo, Hawaii",2023-03-01,9.0,9.0,9,9,8.0,Kona Classic,0,0,0,1,0,0,25.00/4 ounces,-1.4470258785804058,-1.1340826298699271,1.497940852475395,-0.46391420510910186,-0.2560836865600677,-0.8084395652175563,0.6282942157825266,hawaii,60.0,78.0,0,0,0,0,1
Colombia Antioquia Magico,Paradise Roasters,94,"Minneapolis, Minnesota",2022-07-01,9.0,9.0,9,9,8.0,Colombia Antioquia Magico,0,0,0,0,0,0,19.00/6 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.07146122543588454,,62.0,80.0,0,1,0,0,0
Vista Hermosa Marago-Pache,Torque Coffee,91,"San Diego, California",2024-10-01,9.0,9.0,8,8,7.0,Vista Hermosa Marago-Pache,0,0,1,0,0,0,30.50/8.8 ounces (as part of boxed set),-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,0.12569820501510298,central_america,62.0,90.0,0,1,0,0,0
El Salvador Finca Santa Elena El Corozo Pacamara,GK Coffee,92,"Yilan, Taiwan",2022-11-01,8.0,8.0,9,9,8.0,El Salvador Finca Santa Elena El Corozo Pacamara,0,0,1,0,0,0,16.50/200 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,-0.39678469826470086,central_america,58.0,80.0,0,0,0,0,1
Colombia La Victoria Ethiopia Landrace,SOT Coffee Roaster,93,"Osaka, Japan",2024-07-01,9.0,9.0,8,9,8.0,Colombia La Victoria Ethiopia Landrace,0,0,0,0,0,0,23.00/150 grams,0.0592802259054016,1.8211155452461447,-0.38221455433559626,-0.5291159027084525,0.06084494902602117,0.8718882957697648,-0.3552030139206334,,64.0,84.0,0,1,0,0,0
Colombia Black Condor,Durango Coffee Company,93,"Durango, Colorado",2024-07-01,9.0,9.0,8,9,8.0,Colombia Black Condor,0,0,0,0,0,0,21.95/12 ounces,0.31854171772681367,-0.6538529790961713,-0.8205329927332506,0.2011431104042755,-1.2596910325826831,-0.9352567622732032,-0.1707972833512909,,62.0,82.0,0,1,0,0,0
Tanzania Shimiligwanda,Lexington Coffee Roasters,94,"Lexington, Virginia",2020-11-01,9.0,9.0,9,9,8.0,Tanzania Shimiligwanda,1,0,0,0,0,0,17.95/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.23045796088843112,africa_arabia,62.0,80.0,0,1,0,0,0
Colombia Chachagüí Mild Roast,Rusty Dog Coffee,94,"Madison, Wisconsin",2024-04-01,9.0,9.0,9,9,8.0,Colombia Chachagüí Mild Roast,0,0,0,0,0,0,21.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.18526047790574915,,64.0,86.0,0,1,0,0,0
Honduras Roger Dominguez,Utopian Coffee,94,"Fort Wayne, Indiana",2024-11-01,9.0,8.0,9,9,9.0,Honduras Roger Dominguez,0,0,1,0,0,0,20.00/8 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.04966802895770318,central_america,66.0,88.0,0,1,0,0,0
El Triunfo Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-11-01,9.0,9.0,8,9,8.0,El Triunfo Mexico,0,0,1,0,0,0,16.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.26119224931665486,central_america,56.0,78.0,0,0,0,0,1
Sumatra Putra Gayo Natural,Utopian Coffee,94,"Fort Wayne, Indiana",2024-10-01,9.0,9.0,9,9,8.0,Sumatra Putra Gayo Natural,0,0,0,0,1,0,23.00/12 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.15452618947752542,asia_pacific,60.0,79.0,0,0,0,0,1
Monte Alban Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2022-12-01,9.0,8.0,9,9,8.0,Monte Alban Mexico,0,0,1,0,0,0,20.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.1997236724602074,central_america,58.0,77.0,0,0,0,0,1
Alto Lagunillas by Wilson Sucaticona,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-08-01,9.0,9.0,8,9,8.0,Alto Lagunillas by Wilson Sucaticona,0,0,0,0,0,0,20.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.04966802895770318,,58.0,80.0,0,0,0,0,1
Nicaragua El Poste Pacamara,Paradise Roasters,92,"Minneapolis, Minnesota",2020-09-01,9.0,8.0,8,9,8.0,Nicaragua El Poste Pacamara,0,0,1,0,0,0,12.95/6 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,-0.11113660581415066,central_america,62.0,76.0,0,0,0,0,1
Nicaragua La Huella Catuaí,David's Nose,93,"Taipei, Taiwan",2020-09-01,9.0,8.0,9,9,8.0,Nicaragua La Huella Catuaí,0,0,1,0,0,0,15.00/16 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.3317003227696388,central_america,62.0,80.0,0,1,0,0,0
Finca Santa Isabel,El Gran Cafe,90,"Antigua, Guatemala",2021-12-01,8.0,8.0,8,8,8.0,Finca Santa Isabel,0,0,1,0,0,0,13.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.30638973229933686,central_america,63.0,80.0,0,1,0,0,0
Ethiopia Washed Kaffa Lot Taco,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-04-01,9.0,9.0,9,9,8.0,Ethiopia Washed Kaffa Lot Taco,1,0,0,0,0,0,7.50/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.3317003227696388,africa_arabia,64.0,82.0,0,1,0,0,0
Guatemala Coffea Diversa Geisha Queen Honey,Paradise Roasters,93,"Minneapolis, Minnesota",2021-02-01,9.0,9.0,8,9,8.0,Guatemala Coffea Diversa Geisha Queen Honey,0,0,1,0,0,0,24.95/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.6264863164632194,central_america,62.0,80.0,0,1,0,0,0
Mexico La Peña,SkyTop Coffee,91,"Manlius, New York",2022-11-01,9.0,8.0,8,9,7.0,Mexico La Peña,0,0,1,0,0,0,22.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,-0.1707972833512909,central_america,58.0,76.0,0,0,0,0,1
Kenya Washed Kiambu Maganjo AA TOP,Kakalove Cafe,95,"Chia-Yi, Taiwan",2024-09-01,9.0,9.0,9,9,9.0,Kenya Washed Kiambu Maganjo AA TOP,1,0,0,0,0,0,10.50/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.2648080479552694,africa_arabia,58.0,82.0,0,0,0,0,1
5a Sur,El Gran Cafe,92,"Antigua, Guatemala",2023-08-01,9.0,8.0,8,9,8.0,5a Sur,0,0,1,0,0,0,6.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.4112478928191591,central_america,57.0,74.0,0,0,0,0,1
Colombia Chachagüí Mild Roast,Rusty Dog Coffee,93,"Madison, Wisconsin",2025-02-01,9.0,8.0,9,9,8.0,Colombia Chachagüí Mild Roast,0,0,0,0,0,0,21.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.18526047790574915,,59.0,77.0,0,0,0,0,1
Tanzania AB Nsoga Iweyza,Jackrabbit Java,93,"Thermopolis, Wyoming",2024-12-01,9.0,9.0,8,9,8.0,Tanzania AB Nsoga Iweyza,1,0,0,0,0,0,14.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.2901186384255714,africa_arabia,58.0,78.0,0,0,0,0,1
La Papaya Ecuador Geisha Natural,JBC Coffee Roasters,96,"Madison, Wisconsin",2023-06-01,9.0,9.0,9,10,9.0,La Papaya Ecuador Geisha Natural,0,0,0,0,0,0,29.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.06413122351216143,,59.0,75.0,0,0,0,0,1
Blue Ridge Blend,Lexington Coffee Roasters,91,"Lexington, Virginia",2020-09-01,8.0,8.0,8,9,8.0,Blue Ridge Blend,0,0,0,0,0,0,13.95/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.29192653774487864,,46.0,60.0,0,0,1,0,0
