title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-10-01,9.0,9.0,9,9,8.0,Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,0,0,1,0,0,0,18.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,2.25,60.0,76.0,False,False,False,False,True
Guatemala Finca El General Slow Dry 6,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-10-01,9.0,9.0,9,9,8.0,Guatemala Finca El General Slow Dry 6,0,0,1,0,0,0,11.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.41,58.0,78.0,False,False,False,False,True
Ethiopia Yirgacheffe Washed Banko Gotiti 3,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-10-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe Washed Banko Gotiti 3,1,0,0,0,0,0,8.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.03,58.0,80.0,False,False,False,False,True
Ethiopia Natural Yirgacheffe Adado Feysa Dira,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-10-01,9.0,9.0,9,9,8.0,Ethiopia Natural Yirgacheffe Adado Feysa Dira,1,0,0,0,0,0,8.40/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.05,58.0,76.0,False,False,False,False,True
Guatemala Finca El General SummerEnd Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-10-01,9.0,,9,9,8.0,Guatemala Finca El General SummerEnd Espresso,0,0,1,0,0,0,6.75/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.84,52.0,72.0,False,False,False,False,True
Guatemala El Injerto Natural Legendary Gesha 7,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-10-01,9.0,9.0,9,9,9.0,Guatemala El Injerto Natural Legendary Gesha 7,0,0,1,0,0,0,18.00/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,4.5,62.0,80.0,False,True,False,False,False
Kenya Athena AB Espresso,Simon Hsieh Aroma Roast Coffees,94,"Taoyuan, Taiwan",2021-10-01,9.0,,9,9,8.0,Kenya Athena AB Espresso,1,0,0,0,0,0,25.50/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,3.19,46.0,60.0,False,False,True,False,False
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2021-10-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,24.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.08,60.0,78.0,False,False,False,False,True
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2021-10-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,24.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.08,60.0,78.0,False,False,False,False,True
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2021-10-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,24.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.08,60.0,78.0,False,False,False,False,True
Indonesian Island Blend,Mystic Monk Coffee,92,"Meeteetse, Wyoming",2021-10-01,8.0,8.0,9,9,8.0,Indonesian Island Blend,0,0,0,0,1,0,14.99/12 ounces,44.157177,-108.871519,-5.8,0.8,18.1,1.4,1.25,50.0,68.0,False,False,True,False,False
Banko Gotiti Natural,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-10-01,9.0,8.0,9,9,8.0,Banko Gotiti Natural,1,0,0,0,0,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,60.0,78.0,False,False,False,False,True
FTO Ethiopian,Mystic Monk Coffee,92,"Meeteetse, Wyoming",2021-10-01,9.0,8.0,8,9,8.0,FTO Ethiopian,1,0,0,0,0,0,13.95/12 ounces,44.157177,-108.871519,-5.8,0.8,18.1,1.4,1.16,52.0,70.0,False,False,False,False,True
Yemen Sheba Auction Lot 1: Wadi Al Mahjr,Euphora Coffee,95,"Taipei, Taiwan",2021-10-01,9.0,9.0,9,9,9.0,Yemen Sheba Auction Lot 1: Wadi Al Mahjr,1,0,0,0,0,0,15.00/4 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,3.75,56.0,78.0,False,False,False,False,True
Yemen Sana’a,Equator Coffees,93,"San Rafael, California",2021-10-01,9.0,8.0,9,9,8.0,Yemen Sana’a,1,0,0,0,0,0,32.00/6 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,5.33,62.0,84.0,False,True,False,False,False
Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,Euphora Coffee,92,"Taipei, Taiwan",2021-10-01,9.0,8.0,8,9,8.0,Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,1,0,0,0,0,0,22.80/4 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,5.7,60.0,77.0,False,False,False,False,True
Honduras Finca Las Moras Parainema Yellow Honey,RamsHead Coffee Roasters,93,"Bozeman, Montana",2021-10-01,9.0,8.0,9,9,8.0,Honduras Finca Las Moras Parainema Yellow Honey,0,0,1,0,0,0,16.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,1.41,58.0,76.0,False,False,False,False,True
Colombia La Esperanza Potosí Anaerobic Process,Durango Coffee Company,94,"Durango, Colorado",2021-10-01,9.0,9.0,9,9,8.0,Colombia La Esperanza Potosí Anaerobic Process,0,0,0,0,0,0,18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.58,57.0,73.0,False,False,False,False,True
Peru Finca Churupampa,RamsHead Coffee Roasters,93,"Bozeman, Montana",2021-10-01,9.0,8.0,9,9,8.0,Peru Finca Churupampa,0,0,0,0,0,0,16.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,1.41,56.0,76.0,False,False,False,False,True
Strawberry Forest,David's Nose,92,"Taipei, Taiwan",2021-10-01,9.0,,9,9,7.0,Strawberry Forest,1,0,1,0,0,1,13.50/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.69,57.0,75.0,False,False,False,False,True
Ethiopia Natural Guji Sweet Lady,David's Nose,93,"Taipei, Taiwan",2021-10-01,9.0,8.0,9,9,8.0,Ethiopia Natural Guji Sweet Lady,1,0,0,0,0,0,12.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.5,60.0,80.0,False,False,False,False,True
Panama Hacienda La Esmeralda Ethiopia Accessions,Paradise Roasters,95,"Minneapolis, Minnesota",2021-10-01,9.0,9.0,9,9,9.0,Panama Hacienda La Esmeralda Ethiopia Accessions,0,0,1,0,0,0,24.95/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,6.24,62.0,82.0,False,True,False,False,False
The Natural,Barrington Coffee Roasting,93,"Lee, Massachusetts",2021-10-01,9.0,,9,9,8.0,The Natural,1,0,0,0,0,0,16.95/12 ounces,42.3073477,-73.2504911,6.4,5.6,22.0,0.0,1.41,52.0,70.0,False,False,False,False,True
Guji Hamasho Washed,Paradise Roasters,94,"Minneapolis, Minnesota",2021-10-01,9.0,9.0,9,9,8.0,Guji Hamasho Washed,1,0,0,0,0,0,24.95/12 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,2.08,56.0,82.0,False,False,False,False,True
Kona Red Wine Process,Paradise Roasters,94,"Minneapolis, Minnesota",2021-10-01,9.0,9.0,9,9,8.0,Kona Red Wine Process,0,0,0,1,0,0,24.95/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,6.24,56.0,76.0,False,False,False,False,True
Candelilla Geisha Natural,JBC Coffee Roasters,95,"Madison, Wisconsin",2021-09-01,9.0,9.0,9,9,9.0,Candelilla Geisha Natural,0,0,1,0,0,0,21.50/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.69,62.0,80.0,False,True,False,False,False
Kiamugumo Kenya,JBC Coffee Roasters,95,"Madison, Wisconsin",2021-09-01,9.0,9.0,9,9,9.0,Kiamugumo Kenya,1,0,0,0,0,0,21.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.75,58.0,80.0,False,False,False,False,True
Ethiopia Sidama Ardi,Equator Coffees,95,"San Rafael, California",2021-09-01,9.0,9.0,9,9,9.0,Ethiopia Sidama Ardi,1,0,0,0,0,0,19.00/12 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,1.58,64.0,86.0,False,True,False,False,False
Colombia Gesha,SkyTop Coffee,94,"Manlius, New York",2021-09-01,9.0,9.0,9,9,8.0,Colombia Gesha,0,0,0,0,0,0,27.00/12 ounces,43.0020107,-75.9768632,5.6,2.3,23.9,6.4,2.25,60.0,77.0,False,False,False,False,True
Ethiopia Kayon Mountain Washed,Roadmap CoffeeWorks,94,"Lexington, Virginia",2021-09-01,9.0,9.0,9,9,8.0,Ethiopia Kayon Mountain Washed,1,0,0,0,0,0,19.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.66,60.0,78.0,False,False,False,False,True
Ethiopia Kayon Mountain Natural,Roadmap CoffeeWorks,93,"Lexington, Virginia",2021-09-01,9.0,8.0,9,9,8.0,Ethiopia Kayon Mountain Natural,1,0,0,0,0,0,19.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.66,60.0,78.0,False,False,False,False,True
Ethiopia Gedeb Worka Wuri,Jaunt Coffee Roasters,95,"San Diego, California",2021-09-01,9.0,9.0,9,9,9.0,Ethiopia Gedeb Worka Wuri,1,0,0,0,0,0,26.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,2.17,62.0,80.0,False,True,False,False,False
Kenya Muranga Riakiberu,Jaunt Coffee Roasters,92,"San Diego, California",2021-09-01,9.0,8.0,8,9,8.0,Kenya Muranga Riakiberu,1,0,0,0,0,0,24.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,2.0,58.0,76.0,False,False,False,False,True
Kenya Karatina,Temple Coffee Roasters,94,"Sacramento, California",2021-09-01,9.0,9.0,9,9,8.0,Kenya Karatina,1,0,0,0,0,0,23.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.96,56.0,74.0,False,False,False,False,True
La Reforma El Salvador Natural,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-09-01,9.0,9.0,9,9,8.0,La Reforma El Salvador Natural,0,0,1,0,0,0,20.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.71,58.0,77.0,False,False,False,False,True
Ethiopia Gogogu Bekaka #4,Jackrabbit Java,93,"Thermopolis, Wyoming",2021-09-01,9.0,9.0,8,9,8.0,Ethiopia Gogogu Bekaka #4,1,0,0,0,0,0,16.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.33,56.0,78.0,False,False,False,False,True
Mexico Pluma Hidalgo,Temple Coffee Roasters,93,"Sacramento, California",2021-09-01,9.0,8.0,9,9,8.0,Mexico Pluma Hidalgo,0,0,1,0,0,0,23.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.96,54.0,74.0,False,False,False,False,True
Bella Carmona Guatemala,JBC Coffee Roasters,92,"Madison, Wisconsin",2021-09-01,9.0,8.0,8,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,17.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.42,62.0,80.0,False,True,False,False,False
Bella Carmona Guatemala,JBC Coffee Roasters,92,"Madison, Wisconsin",2021-09-01,9.0,8.0,8,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,17.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.42,62.0,80.0,False,True,False,False,False
Bella Carmona Guatemala,JBC Coffee Roasters,92,"Madison, Wisconsin",2021-09-01,9.0,8.0,8,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,17.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.42,62.0,80.0,False,True,False,False,False
Bella Carmona Guatemala,JBC Coffee Roasters,92,"Madison, Wisconsin",2021-09-01,9.0,8.0,8,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,17.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.42,62.0,80.0,False,True,False,False,False
Pluma Hidalgo Mexico,JBC Coffee Roasters,92,"Madison, Wisconsin",2021-09-01,9.0,8.0,8,9,8.0,Pluma Hidalgo Mexico,0,0,1,0,0,0,16.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.33,60.0,78.0,False,False,False,False,True
Guatemala COE-NW#2 Sierra Roja Geisha Washed,GK Coffee,96,"Yilan, Taiwan",2021-09-01,9.0,10.0,9,9,9.0,Guatemala COE-NW#2 Sierra Roja Geisha Washed,0,0,1,0,0,0,18.00/100 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.63,60.0,80.0,False,False,False,False,True
Guatemala El Injerto Pacamara,Equator Coffees,93,"San Rafael, California",2021-09-01,9.0,8.0,9,9,8.0,Guatemala El Injerto Pacamara,0,0,1,0,0,0,19.00/6 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,3.17,57.0,74.0,False,False,False,False,True
Guatemala El Injerto Pacamara,Equator Coffees,93,"San Rafael, California",2021-09-01,9.0,8.0,9,9,8.0,Guatemala El Injerto Pacamara,0,0,1,0,0,0,19.00/6 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,3.17,57.0,74.0,False,False,False,False,True
Guatemala Finca El Principito Yellow Catuai,Kakalove Cafe,93,"Chia-Yi, Taiwan",2021-09-01,9.0,8.0,9,9,8.0,Guatemala Finca El Principito Yellow Catuai,0,0,1,0,0,0,7.80/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.97,60.0,80.0,False,False,False,False,True
Guatemala Finca San Gerardo,Magnolia Coffee,92,"Charlotte, North Carolina",2021-09-01,9.0,8.0,8,9,8.0,Guatemala Finca San Gerardo,0,0,1,0,0,0,15.00/12 ounces,35.2272086,-80.8430827,12.2,0.2,26.4,0.0,1.25,54.0,74.0,False,False,False,False,True
Ethiopia Guji Laayoo Natural,Paradise Roasters,95,"Minneapolis, Minnesota",2021-08-01,9.0,9.0,9,9,9.0,Ethiopia Guji Laayoo Natural,1,0,0,0,0,0,24.95/12 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,2.08,64.0,84.0,False,True,False,False,False
Nicaragua La Bendicion Yellow Maracaturra Natural,Paradise Roasters,94,"Minneapolis, Minnesota",2021-08-01,9.0,9.0,9,9,8.0,Nicaragua La Bendicion Yellow Maracaturra Natural,0,0,1,0,0,0,14.95/6 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,2.49,64.0,86.0,False,True,False,False,False
Kona Lactic Washed,Paradise Roasters,94,"Minneapolis, Minnesota",2021-08-01,9.0,8.0,9,9,9.0,Kona Lactic Washed,0,0,0,1,0,0,24.95/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,6.24,60.0,76.0,False,False,False,False,True
Ecuador Hacienda Legrand Robusta,Paradise Roasters,93,"Minneapolis, Minnesota",2021-08-01,9.0,,9,9,9.0,Ecuador Hacienda Legrand Robusta,0,0,0,0,0,0,18.95/12 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,1.58,54.0,72.0,False,False,False,False,True
El Salvador Pacamara,RamsHead Coffee Roasters,93,"Bozeman, Montana",2021-08-01,9.0,8.0,9,9,8.0,El Salvador Pacamara,0,0,1,0,0,0,17.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,1.5,54.0,72.0,False,False,False,False,True
El Salvador Pacamara,RamsHead Coffee Roasters,93,"Bozeman, Montana",2021-08-01,9.0,8.0,9,9,8.0,El Salvador Pacamara,0,0,1,0,0,0,17.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,1.5,54.0,72.0,False,False,False,False,True
GK Classic Manba Blend Espresso,GK Coffee,93,"Yilan, Taiwan",2021-08-01,9.0,,8,9,8.0,GK Classic Manba Blend Espresso,0,0,0,0,1,1,7.50/227 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.26,46.0,62.0,False,False,True,False,False
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,92,"Bozeman, Montana",2021-08-01,9.0,8.0,8,9,8.0,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,0,0,1,0,0,0,17.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,1.5,58.0,76.0,False,False,False,False,True
Ethiopia Guji Natural Euphora Special Lot,Euphora Coffee,94,"Taipei, Taiwan",2021-08-01,9.0,9.0,9,9,8.0,Ethiopia Guji Natural Euphora Special Lot,1,0,0,0,0,0,9.60/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.2,59.0,79.0,False,False,False,False,True
Sudan Rume,JBC Coffee Roasters,95,"Madison, Wisconsin",2021-08-01,9.0,9.0,9,9,9.0,Sudan Rume,0,0,0,0,0,0,30.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,3.75,57.0,74.0,False,False,False,False,True
Testi Ayla Double Ethiopia,Barrington Coffee Roasting,97,"Lee, Massachusetts",2021-08-01,9.0,10.0,9,10,9.0,Testi Ayla Double Ethiopia,1,0,0,0,0,0,54.95/12 ounces,42.3073477,-73.2504911,6.4,5.6,22.0,0.0,4.58,64.0,86.0,False,True,False,False,False
Primavera Colombia Espresso,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-08-01,9.0,,9,9,8.0,Primavera Colombia Espresso,0,0,0,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,58.0,78.0,False,False,False,False,True
Andi Sumatra,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-08-01,9.0,8.0,9,9,8.0,Andi Sumatra,0,0,0,0,1,0,19.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.62,58.0,76.0,False,False,False,False,True
Andi Sumatra,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-08-01,9.0,8.0,9,9,8.0,Andi Sumatra,0,0,0,0,1,0,19.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.62,58.0,76.0,False,False,False,False,True
Gigesa Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-08-01,9.0,9.0,9,9,8.0,Gigesa Ethiopia,1,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,62.0,80.0,False,True,False,False,False
Gigesa Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-08-01,9.0,9.0,9,9,8.0,Gigesa Ethiopia,1,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,62.0,80.0,False,True,False,False,False
Gigesa Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-08-01,9.0,9.0,9,9,8.0,Gigesa Ethiopia,1,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,62.0,80.0,False,True,False,False,False
Guatemala Buena Vista Single-Origin Espresso,Temple Coffee Roasters,93,"Sacramento, California",2021-08-01,9.0,,8,9,8.0,Guatemala Buena Vista Single-Origin Espresso,0,0,1,0,0,0,22.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.88,56.0,72.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,93,"Sacramento, California",2021-08-01,9.0,9.0,8,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.71,60.0,76.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,93,"Sacramento, California",2021-08-01,9.0,9.0,8,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.71,60.0,76.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,93,"Sacramento, California",2021-08-01,9.0,9.0,8,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.71,60.0,76.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,93,"Sacramento, California",2021-08-01,9.0,9.0,8,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.71,60.0,76.0,False,False,False,False,True
Medina Natural,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-08-01,9.0,8.0,9,9,8.0,Medina Natural,0,0,1,0,0,0,20.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.71,58.0,76.0,False,False,False,False,True
Sadah Kuhlani Yemen,Barrington Coffee Roasting,93,"Lee, Massachusetts",2021-08-01,9.0,8.0,9,9,8.0,Sadah Kuhlani Yemen,1,0,0,0,0,0,39.95/12 ounces,42.3073477,-73.2504911,6.4,5.6,22.0,0.0,3.33,62.0,80.0,False,True,False,False,False
Gura Kenya,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-08-01,9.0,8.0,9,9,8.0,Gura Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,58.0,77.0,False,False,False,False,True
Ethiopia Nano Genji,Temple Coffee Roasters,92,"Sacramento, California",2021-08-01,9.0,8.0,8,9,8.0,Ethiopia Nano Genji,1,0,0,0,0,0,21.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.79,58.0,76.0,False,False,False,False,True
Ethiopia Nano Genji,Temple Coffee Roasters,92,"Sacramento, California",2021-08-01,9.0,8.0,8,9,8.0,Ethiopia Nano Genji,1,0,0,0,0,0,21.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.79,58.0,76.0,False,False,False,False,True
Durango Espresso,Durango Coffee Company,91,"Durango, Colorado",2021-08-01,8.0,,8,8,8.0,Durango Espresso,0,0,0,0,0,0,13.20/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.1,45.0,59.0,False,False,True,False,False
Espresso Nuevo,Paradise Roasters,93,"Minneapolis, Minnesota",2021-08-01,9.0,,8,9,8.0,Espresso Nuevo,0,0,0,0,1,1,14.95/12 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,1.25,45.0,61.0,False,False,True,False,False
Espresso Nuevo,Paradise Roasters,93,"Minneapolis, Minnesota",2021-08-01,9.0,,8,9,8.0,Espresso Nuevo,0,0,0,0,1,1,14.95/12 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,1.25,45.0,61.0,False,False,True,False,False
Golden Parrot Blend,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-08-01,9.0,,9,9,9.0,Golden Parrot Blend,1,0,1,0,0,1,6.30/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.79,50.0,67.0,False,False,True,False,False
Golden Parrot Blend,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-08-01,9.0,,9,9,9.0,Golden Parrot Blend,1,0,1,0,0,1,6.30/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.79,50.0,67.0,False,False,True,False,False
Bull Demon King,Simon Hsieh Aroma Roast Coffees,96,"Taoyuan, Taiwan",2021-08-01,9.0,,9,9,9.0,Bull Demon King,1,0,0,0,0,1,16.50/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,2.06,35.0,48.0,False,False,False,True,False
Dharma Espresso Blend,Temple Coffee Roasters,92,"Sacramento, California",2021-08-01,8.0,,9,8,8.0,Dharma Espresso Blend,1,0,0,0,0,1,16.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.38,46.0,60.0,False,False,True,False,False
Dharma Espresso Blend,Temple Coffee Roasters,92,"Sacramento, California",2021-08-01,8.0,,9,8,8.0,Dharma Espresso Blend,1,0,0,0,0,1,16.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.38,46.0,60.0,False,False,True,False,False
Tanzania Gesha Peaberry,Paradise Roasters,95,"Minneapolis, Minnesota",2021-08-01,9.0,9.0,9,9,9.0,Tanzania Gesha Peaberry,1,0,0,0,0,0,74.95/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,18.74,62.0,80.0,False,True,False,False,False
Ethiopia Natural Guji D Minor 21/01,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-08-01,9.0,9.0,9,9,9.0,Ethiopia Natural Guji D Minor 21/01,1,0,0,0,0,0,11.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.41,64.0,84.0,False,True,False,False,False
Ethiopia Hambela Yellow Honey James Selection,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-08-01,9.0,9.0,9,9,9.0,Ethiopia Hambela Yellow Honey James Selection,1,0,0,0,0,0,12.30/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.54,62.0,80.0,False,True,False,False,False
Costa Rica Black Honey,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-08-01,9.0,9.0,9,9,8.0,Costa Rica Black Honey,0,0,1,0,0,0,8.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.03,58.0,76.0,False,False,False,False,True
Costa Rica Black Honey,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-08-01,9.0,9.0,9,9,8.0,Costa Rica Black Honey,0,0,1,0,0,0,8.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.03,58.0,76.0,False,False,False,False,True
Costa Rica La Florida Red Honey Espresso,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-08-01,9.0,,9,9,9.0,Costa Rica La Florida Red Honey Espresso,0,0,1,0,0,0,9.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.12,54.0,78.0,False,False,False,False,True
Blue Sky Breakfast Blend,Paradise Roasters,93,"Minneapolis, Minnesota",2021-08-01,9.0,8.0,9,9,8.0,Blue Sky Breakfast Blend,0,0,0,0,0,0,14.95/12 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,1.25,58.0,76.0,False,False,False,False,True
Ethiopia Yirgacheffe Botabaa Washed G1 21/01,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-08-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe Botabaa Washed G1 21/01,1,0,0,0,0,0,8.70/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.09,60.0,80.0,False,False,False,False,True
